7.0, 8.4, 8.3
102.0, 11.4, 10.4
197.0, 12.0, 10.9
291.0, 12.0, 10.9
385.0, 12.0, 10.9
479.0, 12.1, 10.9
573.0, 12.3, 10.9
667.0, 12.3, 10.9
761.0, 12.4, 11.0
855.0, 12.4, 11.0
956.0, 12.4, 11.0
1050.0, 12.4, 11.0
1143.0, 12.4, 11.0
1238.0, 12.4, 11.0
1332.0, 12.4, 11.0
1425.0, 12.6, 11.2
1519.0, 12.6, 11.2
1613.0, 12.7, 11.2
1707.0, 12.7, 11.2
1801.0, 12.7, 11.2
1895.0, 12.7, 11.2
1989.0, 12.7, 11.2
2082.0, 12.7, 11.2
2178.0, 12.7, 11.2
2272.0, 12.7, 11.2
2366.0, 12.7, 11.2
2460.0, 12.7, 11.2
2554.0, 12.7, 11.2
2649.0, 12.7, 11.2
2743.0, 12.7, 11.2
2838.0, 12.7, 11.2
2932.0, 12.8, 11.2
3027.0, 12.8, 11.2
3121.0, 12.8, 11.2
3215.0, 12.8, 11.2
3309.0, 12.8, 11.2
3403.0, 12.8, 11.2
3497.0, 12.8, 11.2
3591.0, 12.8, 11.2
3685.0, 12.8, 11.2
3779.0, 12.8, 11.2
3873.0, 12.8, 11.2
3967.0, 12.8, 11.2
4061.0, 12.8, 11.2
4155.0, 12.8, 11.2
4249.0, 12.8, 11.2
4343.0, 12.8, 11.2
4437.0, 12.8, 11.2
4531.0, 12.8, 11.2
4624.0, 12.8, 11.2
4718.0, 12.8, 11.2
4812.0, 12.8, 11.2
4906.0, 12.8, 11.2
5001.0, 12.8, 11.2
5094.0, 12.8, 11.2
5188.0, 12.8, 11.2
5282.0, 12.8, 11.2
5377.0, 12.8, 11.2
5471.0, 12.8, 11.2
5565.0, 12.8, 11.2
5659.0, 12.8, 11.2
5753.0, 12.8, 11.2
5846.0, 12.8, 11.2
5940.0, 12.8, 11.2
6035.0, 12.8, 11.2
6130.0, 12.8, 11.2
6224.0, 12.8, 11.2
6319.0, 12.8, 11.2
6413.0, 12.8, 11.2
6508.0, 12.8, 11.2
6602.0, 12.8, 11.2
6696.0, 12.8, 11.2
6790.0, 12.8, 11.2
6884.0, 12.8, 11.2
6978.0, 12.8, 11.2
7072.0, 12.8, 11.2
7167.0, 12.8, 11.2
7261.0, 12.8, 11.2
7355.0, 12.8, 11.2
7450.0, 12.8, 11.2
7543.0, 12.8, 11.2
7638.0, 12.8, 11.2
7732.0, 12.8, 11.2
7826.0, 12.8, 11.2
7921.0, 12.8, 11.2
8015.0, 12.8, 11.2
8109.0, 12.8, 11.2
8205.0, 12.8, 11.2
8300.0, 12.8, 11.2
8397.0, 12.8, 11.2
8490.0, 12.8, 11.2
8584.0, 12.8, 11.2
8678.0, 12.8, 11.2
8773.0, 12.8, 11.2
8867.0, 12.8, 11.2
8961.0, 12.8, 11.2
9056.0, 12.8, 11.2
9150.0, 12.8, 11.2
9245.0, 12.8, 11.2
9339.0, 12.8, 11.2
9433.0, 12.8, 11.2
9527.0, 12.8, 11.2
9622.0, 12.8, 11.2
9716.0, 12.8, 11.2
9811.0, 12.8, 11.2
9905.0, 12.8, 11.2
9999.0, 12.8, 11.2
10094.0, 12.8, 11.2
10188.0, 12.8, 11.2
10283.0, 12.8, 11.2
10377.0, 12.8, 11.2
10472.0, 12.8, 11.2
10566.0, 12.8, 11.2
10660.0, 12.8, 11.2
10755.0, 12.8, 11.2
10849.0, 12.8, 11.2
10943.0, 12.8, 11.2
11037.0, 12.8, 11.2
11132.0, 12.8, 11.2
11226.0, 12.8, 11.2
11320.0, 12.8, 11.2
11414.0, 12.8, 11.2
11509.0, 12.8, 11.2
11603.0, 12.8, 11.2
11697.0, 12.8, 11.2
11792.0, 12.8, 11.2
11886.0, 12.8, 11.2
11980.0, 12.8, 11.2
12075.0, 12.8, 11.2
12169.0, 12.8, 11.2
12264.0, 12.8, 11.2
12359.0, 12.8, 11.2
12452.0, 12.8, 11.2
12546.0, 12.8, 11.2
12640.0, 12.8, 11.2
12745.0, 12.8, 11.2
12840.0, 12.8, 11.2
12935.0, 12.8, 11.2
13029.0, 12.8, 11.2
13123.0, 12.8, 11.2
13218.0, 12.8, 11.2
13312.0, 12.8, 11.2
13406.0, 12.8, 11.2
13500.0, 12.8, 11.2
13596.0, 12.8, 11.2
13690.0, 12.8, 11.2
13784.0, 12.8, 11.2
13878.0, 12.8, 11.2
13972.0, 12.8, 11.2
14067.0, 12.8, 11.2
14162.0, 12.8, 11.2
14255.0, 12.8, 11.2
14349.0, 12.8, 11.2
14443.0, 12.8, 11.2
14537.0, 12.9, 11.2
14631.0, 12.9, 11.2
14726.0, 12.9, 11.2
14819.0, 12.9, 11.2
14913.0, 12.9, 11.2
15008.0, 12.9, 11.2
15102.0, 12.9, 11.2
15196.0, 12.9, 11.2
15291.0, 12.9, 11.2
15385.0, 12.9, 11.2
15482.0, 12.9, 11.2
15576.0, 12.9, 11.2
15671.0, 12.9, 11.2
15765.0, 12.9, 11.2
15859.0, 12.9, 11.2
